employee_id,designation,no_of_trainings,length_of_service,avg_training_score,is_promoted
9241,Platform Engineer,1,2,54.0,0
41733,DevOps Engineer,1,5,58.0,0
9726,Manager,1,7,57.0,0
26504,Principle Architect,1,4,49.0,0
52491,Data Scientist,1,5,91.0,1
7026,Software Engineer,1,5,,0
20426,Principle Architect,1,1,50.0,0
30738,Data Scientist,2,2,,0
55586,DevOps Engineer,1,4,44.0,0
51940,Data Analyst,1,24,50.0,0
32120,Admin,1,9,58.0,0
11294,DevOps Engineer,1,7,58.0,0
11923,Data Engineer,2,4,64.0,0
76730,Software Engineer,1,3,51.0,0
55817,Manager,1,4,70.0,0
55267,Data Engineer,1,6,41.0,0
10556,Data Scientist,1,17,49.0,0
65796,Admin,1,7,60.0,0
58640,Platform Engineer,1,5,67.0,0
48969,Platform Engineer,1,9,59.0,0
20499,Platform Engineer,2,7,53.0,0
38803,Manager,1,7,51.0,0
56712,Software Engineer,2,11,84.0,0
35998,Data Engineer,1,3,81.0,0
24379,Data Scientist,1,4,72.0,0
31986,Platform Engineer,1,5,68.0,0
21177,Software Engineer,1,1,62.0,0
9263,Data Engineer,1,4,62.0,0
35409,Platform Engineer,1,6,69.0,0
69231,Manager,1,4,82.0,0
65050,QA Engineer,1,3,58.0,0
66934,Data Analyst,2,8,86.0,0
61120,DevOps Engineer,1,6,49.0,0
66747,Software Engineer,1,1,46.0,1
40504,Data Analyst,1,17,57.0,0
6066,DevOps Engineer,1,8,58.0,0
58161,DevOps Engineer,2,1,50.0,0
3736,Software Engineer,1,2,86.0,0
39842,Data Scientist,1,8,47.0,0
24169,DevOps Engineer,1,1,50.0,0
12290,Data Engineer,1,1,53.0,0
62816,Data Analyst,1,15,92.0,0
32455,DevOps Engineer,1,9,55.0,0
24906,Software Engineer,1,1,52.0,0
24566,Data Scientist,1,6,70.0,0
69408,DevOps Engineer,2,2,80.0,0
60414,Software Engineer,1,3,88.0,0
39054,Data Engineer,1,7,80.0,0
41531,Data Engineer,2,9,80.0,0
71449,QA Engineer,4,3,50.0,0
36486,Platform Engineer,1,7,50.0,0
31154,DevOps Engineer,1,9,91.0,1
38529,Principle Architect,2,5,78.0,0
2671,Admin,1,13,52.0,0
51327,Data Scientist,1,1,47.0,0
522,DevOps Engineer,2,4,82.0,0
71402,QA Engineer,1,3,83.0,0
8147,Data Scientist,1,8,60.0,0
8481,Software Engineer,1,14,57.0,0
47146,Admin,1,6,47.0,0
2449,DevOps Engineer,1,2,86.0,0
70164,Data Scientist,1,9,49.0,0
13706,Principle Architect,1,3,46.0,0
67605,Manager,1,5,85.0,0
12916,Platform Engineer,1,2,49.0,0
26126,QA Engineer,3,10,50.0,0
32331,Data Engineer,1,5,57.0,0
30258,DevOps Engineer,2,1,71.0,0
15445,DevOps Engineer,1,7,53.0,0
24292,Principle Architect,1,7,52.0,0
42343,Data Engineer,1,8,47.0,0
45627,Data Scientist,1,3,55.0,0
21109,Data Analyst,1,11,50.0,0
14371,Software Engineer,2,4,77.0,0
29108,Software Engineer,1,8,51.0,0
7475,Data Engineer,2,9,51.0,0
77883,QA Engineer,1,4,56.0,0
71644,Principle Architect,1,5,76.0,0
61363,Data Scientist,2,1,78.0,0
3603,Data Scientist,1,7,72.0,0
32131,Data Engineer,2,2,52.0,0
19971,Principle Architect,1,11,85.0,0
9524,Admin,3,2,62.0,0
58996,Principle Architect,2,7,60.0,1
63379,Principle Architect,1,5,80.0,0
77298,Platform Engineer,1,17,74.0,0
54507,Admin,2,10,90.0,0
22139,Admin,1,2,55.0,1
43357,Admin,1,8,49.0,0
5226,Admin,1,1,48.0,0
57173,Platform Engineer,1,7,82.0,0
68723,Data Scientist,3,4,52.0,0
33798,Principle Architect,1,3,57.0,0
15637,Manager,1,5,84.0,0
63446,Data Analyst,2,4,58.0,0
19396,Manager,2,3,55.0,0
17468,Data Engineer,1,6,76.0,0
62957,Admin,1,14,82.0,0
56031,Data Engineer,1,3,66.0,0
13147,Platform Engineer,1,9,63.0,0
44720,Principle Architect,1,4,49.0,0
64631,Admin,2,2,52.0,0
32967,Platform Engineer,1,3,67.0,0
73319,Data Scientist,1,2,60.0,0
39865,Principle Architect,1,2,49.0,0
16212,Principle Architect,1,3,79.0,0
45511,Data Analyst,2,2,53.0,0
33503,QA Engineer,1,2,60.0,0
35507,Principle Architect,1,4,59.0,0
26407,Data Engineer,1,3,59.0,0
71478,Principle Architect,1,2,76.0,0
38144,DevOps Engineer,2,2,50.0,0
32397,QA Engineer,1,2,52.0,0
4126,Admin,1,4,58.0,0
63410,Platform Engineer,1,5,59.0,0
12128,Data Engineer,2,1,87.0,0
5246,Manager,1,7,46.0,0
53046,QA Engineer,1,9,56.0,0
26889,Software Engineer,1,3,86.0,0
44830,DevOps Engineer,2,7,78.0,0
63817,Data Analyst,1,9,59.0,0
52136,Platform Engineer,1,5,81.0,0
44853,Software Engineer,1,2,,0
42319,Platform Engineer,1,10,64.0,1
67107,Data Analyst,1,9,82.0,0
5567,Principle Architect,1,6,46.0,0
30862,Principle Architect,2,7,46.0,0
6538,Platform Engineer,1,8,,0
44388,Data Scientist,1,6,53.0,0
31366,Data Analyst,1,1,62.0,0
3719,Data Scientist,1,3,59.0,0
25224,Platform Engineer,1,5,83.0,0
75784,Manager,2,6,51.0,0
27074,QA Engineer,1,9,55.0,0
71261,Software Engineer,1,3,67.0,0
38486,Data Engineer,1,1,81.0,0
15452,QA Engineer,1,5,70.0,0
19685,Platform Engineer,1,2,58.0,0
49063,Manager,1,1,52.0,0
55208,Platform Engineer,1,4,70.0,0
62287,Data Scientist,1,5,49.0,1
51571,Principle Architect,1,9,76.0,0
14242,QA Engineer,1,12,59.0,0
41846,Platform Engineer,1,8,55.0,0
69040,DevOps Engineer,2,9,52.0,0
34127,Data Engineer,2,3,83.0,1
70786,Data Scientist,1,7,69.0,0
58926,QA Engineer,1,6,57.0,0
65751,Data Engineer,1,3,85.0,0
29758,Principle Architect,1,4,85.0,0
77581,QA Engineer,1,6,46.0,0
15791,Software Engineer,2,4,81.0,0
10442,QA Engineer,1,13,49.0,0
54078,QA Engineer,1,7,55.0,1
34723,Principle Architect,1,10,71.0,0
49174,Admin,1,6,58.0,0
20544,DevOps Engineer,1,2,78.0,0
54518,QA Engineer,1,20,46.0,0
39022,Data Scientist,1,3,60.0,0
2679,Data Analyst,1,6,63.0,0
26258,DevOps Engineer,2,6,83.0,0
46638,Data Scientist,1,7,52.0,0
36022,Data Analyst,1,4,77.0,0
4131,Software Engineer,1,2,59.0,0
33402,Platform Engineer,1,1,79.0,1
34280,Manager,1,8,50.0,0
73992,Software Engineer,2,3,52.0,0
46016,Data Engineer,1,3,83.0,0
5345,Principle Architect,1,7,52.0,0
56923,QA Engineer,1,6,72.0,0
46203,Data Engineer,1,10,80.0,0
7585,Data Engineer,1,3,75.0,0
45423,Software Engineer,2,5,60.0,0
74233,Admin,1,1,48.0,0
29616,Platform Engineer,3,9,50.0,0
40167,Software Engineer,2,2,,0
61052,Data Scientist,1,3,46.0,0
48327,Manager,1,1,80.0,0
21204,Admin,1,4,66.0,0
23062,Admin,1,1,52.0,0
49905,DevOps Engineer,2,5,84.0,0
40827,Data Scientist,1,1,83.0,0
19635,Data Analyst,1,8,58.0,0
34179,Manager,1,6,60.0,0
58260,QA Engineer,1,1,86.0,0
44209,Admin,1,1,78.0,0
70326,Data Analyst,1,4,49.0,0
13499,DevOps Engineer,2,9,,0
63076,Data Analyst,1,1,70.0,0
34942,Platform Engineer,1,2,77.0,0
63916,Manager,1,7,70.0,0
54221,Data Engineer,2,3,85.0,0
54656,Platform Engineer,1,3,81.0,0
9900,Data Scientist,1,3,51.0,0
96,Data Engineer,1,10,52.0,0
13692,Admin,1,7,46.0,0
34537,Platform Engineer,1,17,,0
43360,Data Scientist,1,3,71.0,1
67873,Manager,1,2,50.0,0
15918,Data Engineer,3,2,81.0,0
35422,Data Analyst,1,23,77.0,0
65680,Data Engineer,1,11,81.0,0
24741,Principle Architect,1,10,75.0,1
47879,Principle Architect,1,1,,0
13228,Manager,2,2,87.0,0
19678,Data Engineer,1,3,58.0,0
26117,DevOps Engineer,3,1,60.0,0
5735,Manager,1,6,79.0,0
5981,Data Scientist,1,4,59.0,0
39047,DevOps Engineer,1,9,,0
29046,QA Engineer,3,5,82.0,0
28188,QA Engineer,1,4,51.0,0
51542,DevOps Engineer,1,32,48.0,0
26808,Data Scientist,1,5,51.0,0
51268,Manager,1,10,83.0,0
12163,Manager,1,3,46.0,0
21550,Data Scientist,1,1,50.0,0
14735,Manager,1,5,58.0,0
2390,Admin,1,2,53.0,0
36975,Data Analyst,2,5,52.0,0
38358,Data Analyst,1,4,59.0,1
64762,QA Engineer,1,4,83.0,0
41018,Admin,1,4,51.0,0
988,QA Engineer,1,4,49.0,0
64512,Manager,1,4,81.0,0
26810,Data Analyst,2,3,79.0,0
29637,QA Engineer,1,9,51.0,0
31476,Platform Engineer,2,4,60.0,0
26192,Admin,1,9,57.0,0
72902,Data Analyst,1,18,80.0,0
64218,DevOps Engineer,1,4,52.0,0
18677,Platform Engineer,2,8,70.0,0
65017,Data Engineer,1,8,50.0,0
43630,Principle Architect,2,22,55.0,0
42968,Manager,1,17,80.0,0
42284,QA Engineer,1,2,,0
72753,QA Engineer,1,3,59.0,0
23467,Data Scientist,2,7,62.0,0
44495,Admin,1,5,49.0,0
30055,Platform Engineer,1,1,56.0,0
51661,Platform Engineer,1,1,46.0,0
2608,DevOps Engineer,1,4,73.0,0
21437,Data Engineer,2,8,,0
8022,QA Engineer,1,1,59.0,0
2632,DevOps Engineer,3,1,87.0,0
71096,Platform Engineer,1,12,73.0,0
53641,QA Engineer,1,2,50.0,0
41406,Admin,1,6,47.0,0
42434,DevOps Engineer,1,2,51.0,0
7489,Principle Architect,1,5,82.0,0
62764,Software Engineer,1,2,67.0,1
11020,DevOps Engineer,1,3,48.0,0
67085,QA Engineer,1,1,54.0,0
37069,Principle Architect,2,4,62.0,0
73540,Data Analyst,1,1,46.0,0
694,Admin,1,3,86.0,0
43810,QA Engineer,1,17,,0
26448,Admin,1,9,57.0,0
61970,Data Analyst,1,5,47.0,0
56787,QA Engineer,1,11,43.0,0
32022,Data Analyst,1,4,60.0,0
48180,Platform Engineer,1,7,74.0,0
72047,Data Scientist,1,7,48.0,0
55694,Principle Architect,4,8,48.0,0
18735,Data Scientist,2,10,86.0,0
2308,Admin,2,5,50.0,0
15545,Platform Engineer,1,10,,0
31559,Data Analyst,1,3,68.0,0
75237,Platform Engineer,1,3,63.0,0
12367,Software Engineer,1,3,64.0,0
57295,Principle Architect,3,6,85.0,0
50656,Software Engineer,1,2,50.0,0
24463,Data Analyst,1,2,,0
4462,Principle Architect,1,4,52.0,0
28236,QA Engineer,1,9,50.0,0
20848,Principle Architect,1,12,60.0,0
59394,Admin,2,3,88.0,0
36671,Admin,1,2,79.0,0
29814,QA Engineer,1,13,64.0,0
18579,QA Engineer,1,3,48.0,0
46752,Admin,1,1,48.0,0
61726,DevOps Engineer,1,1,63.0,0
34194,DevOps Engineer,1,9,86.0,0
30956,Data Analyst,2,8,71.0,0
50989,QA Engineer,1,4,49.0,0
37714,Principle Architect,1,5,47.0,0
55276,Data Engineer,1,11,48.0,0
55472,QA Engineer,1,5,82.0,0
46826,Platform Engineer,1,8,70.0,1
42585,Software Engineer,1,5,66.0,0
48814,Manager,2,8,47.0,1
55828,Platform Engineer,1,5,48.0,0
38109,Data Analyst,1,9,82.0,0
53002,Software Engineer,1,8,68.0,0
77347,QA Engineer,1,14,73.0,0
77818,Data Scientist,3,6,77.0,0
71522,Platform Engineer,1,4,74.0,0
20418,Admin,1,3,82.0,1
24173,Software Engineer,1,6,52.0,0
7354,Data Analyst,1,1,81.0,0
71580,Software Engineer,1,6,92.0,0
41518,Data Analyst,2,3,46.0,0
47177,Data Analyst,1,4,46.0,0
5881,Admin,1,23,51.0,1
49426,QA Engineer,1,2,91.0,1
17490,Data Scientist,1,8,50.0,0
42304,Data Scientist,1,8,57.0,0
11145,Data Engineer,1,7,69.0,0
34851,Platform Engineer,1,9,50.0,0
273,Software Engineer,1,2,64.0,0
14153,Data Scientist,1,2,83.0,0
62561,DevOps Engineer,1,2,49.0,0
45897,QA Engineer,2,2,90.0,0
21459,QA Engineer,2,6,62.0,0
35068,Software Engineer,1,1,97.0,1
24186,Principle Architect,1,2,54.0,1
67845,Admin,1,19,52.0,0
55725,Admin,1,2,83.0,0
22677,Data Scientist,1,2,66.0,0
76068,Data Scientist,1,5,78.0,0
69304,QA Engineer,1,4,50.0,0
37691,Admin,1,5,67.0,0
61174,Data Engineer,1,9,65.0,0
24967,Data Engineer,1,6,84.0,0
19300,Data Analyst,2,8,,0
72706,Data Scientist,2,5,53.0,0
51590,QA Engineer,1,9,44.0,0
20921,QA Engineer,3,1,,0
74445,Data Engineer,1,3,63.0,0
67609,QA Engineer,2,10,68.0,0
22863,Software Engineer,1,3,48.0,0
9366,Manager,2,10,57.0,0
36925,Data Engineer,1,7,59.0,0
47632,Platform Engineer,2,2,85.0,1
70803,QA Engineer,1,7,56.0,0
54522,Admin,2,5,85.0,0
26778,Admin,1,7,58.0,0
9130,Platform Engineer,3,6,69.0,0
35956,Data Analyst,1,2,82.0,0
33388,QA Engineer,1,10,52.0,0
67376,Manager,1,24,48.0,0
31499,Data Scientist,2,7,84.0,1
46131,Manager,2,7,59.0,0
24436,Software Engineer,1,7,60.0,0
76234,Admin,1,2,,0
11353,QA Engineer,1,8,76.0,0
353,Manager,4,2,48.0,0
70902,QA Engineer,1,10,64.0,0
44094,DevOps Engineer,3,9,63.0,0
4113,QA Engineer,3,5,74.0,0
1742,Data Analyst,2,7,47.0,0
34936,Software Engineer,1,2,82.0,0
8483,Data Analyst,1,5,49.0,0
53551,QA Engineer,2,4,50.0,0
66094,Software Engineer,1,5,51.0,0
29600,DevOps Engineer,1,2,55.0,0
22282,Data Scientist,1,3,46.0,0
70068,Data Analyst,1,2,,0
4947,Data Analyst,2,8,62.0,0
70735,Principle Architect,1,2,,0
27594,QA Engineer,2,2,50.0,0
26030,Admin,1,26,67.0,0
73628,Data Engineer,6,3,65.0,0
72700,Principle Architect,2,7,50.0,0
3658,QA Engineer,1,9,56.0,0
58116,Principle Architect,1,8,49.0,0
33666,Software Engineer,2,4,83.0,1
4784,Data Scientist,1,3,72.0,0
6351,Admin,1,5,83.0,0
52267,Data Analyst,1,4,85.0,1
14512,Data Scientist,2,2,82.0,0
66380,QA Engineer,1,2,54.0,0
39187,Data Analyst,1,1,65.0,0
5701,Admin,1,7,48.0,0
6105,Platform Engineer,1,2,87.0,0
7626,Data Scientist,1,6,78.0,0
40015,Data Engineer,1,2,58.0,0
38552,Admin,1,1,75.0,0
662,Software Engineer,1,3,81.0,0
41099,Data Engineer,1,7,49.0,0
61747,Data Scientist,2,5,52.0,0
75986,Platform Engineer,1,16,62.0,0
39653,Data Engineer,1,9,65.0,0
26597,Data Engineer,1,6,53.0,0
59557,Software Engineer,1,12,56.0,0
28802,DevOps Engineer,2,3,53.0,0
52634,Data Scientist,1,19,99.0,1
57470,QA Engineer,1,11,82.0,0
29030,Manager,1,25,65.0,0
402,Admin,1,5,57.0,1
17399,Software Engineer,1,6,82.0,0
63227,Data Engineer,1,29,79.0,0
45431,Data Analyst,1,7,59.0,0
16298,Data Engineer,1,4,56.0,0
10476,Software Engineer,1,6,,1
63885,QA Engineer,1,6,84.0,0
78018,Manager,1,10,83.0,0
27210,Data Analyst,1,4,55.0,0
30414,Data Analyst,1,11,51.0,0
47039,Platform Engineer,1,2,44.0,0
17565,Manager,1,4,58.0,0
60722,Data Analyst,1,4,85.0,0
55904,Data Analyst,4,20,51.0,0
3020,Data Analyst,1,6,62.0,0
2734,Software Engineer,2,3,75.0,0
19111,QA Engineer,1,8,83.0,0
4438,Manager,1,8,83.0,0
74076,Data Engineer,2,5,71.0,0
60693,Principle Architect,1,6,71.0,0
59704,Manager,1,5,68.0,0
69140,DevOps Engineer,1,12,47.0,0
64456,Data Analyst,1,11,51.0,0
74948,Software Engineer,1,13,67.0,0
8904,Manager,1,10,68.0,0
14193,Principle Architect,1,7,62.0,0
51930,DevOps Engineer,1,4,59.0,0
26210,DevOps Engineer,1,7,87.0,1
7303,Data Analyst,1,16,71.0,0
40804,QA Engineer,2,7,60.0,0
5042,Data Scientist,1,1,79.0,1
24700,Principle Architect,1,5,60.0,0
71809,Principle Architect,1,6,51.0,0
37825,QA Engineer,1,3,49.0,0
62605,DevOps Engineer,1,2,52.0,0
68284,DevOps Engineer,3,3,68.0,0
66237,Data Analyst,1,5,59.0,1
21969,Data Analyst,1,4,83.0,0
28888,Data Engineer,1,2,55.0,0
3717,Platform Engineer,3,2,65.0,0
65761,Principle Architect,1,1,51.0,0
15320,Principle Architect,1,2,82.0,0
76741,Software Engineer,1,3,52.0,0
64527,Data Scientist,1,9,68.0,0
76086,Data Engineer,1,6,88.0,0
37004,Data Scientist,4,2,73.0,0
47397,Software Engineer,1,2,76.0,0
37347,Software Engineer,1,3,83.0,0
31494,Principle Architect,1,4,43.0,1
72948,Manager,1,1,,0
47865,QA Engineer,1,2,55.0,0
44074,QA Engineer,1,10,62.0,0
41571,Admin,1,3,72.0,0
56041,Data Analyst,2,1,50.0,0
74716,DevOps Engineer,1,2,82.0,1
3679,Data Scientist,1,8,83.0,0
9019,Data Scientist,1,7,49.0,0
26697,Manager,2,10,62.0,0
12127,Data Analyst,1,5,52.0,0
14905,Software Engineer,1,6,50.0,0
25723,QA Engineer,1,5,82.0,0
7748,DevOps Engineer,1,6,81.0,0
54950,DevOps Engineer,1,3,,0
35103,Principle Architect,1,4,46.0,0
17230,Software Engineer,1,3,,0
21916,Data Engineer,1,19,49.0,0
76565,Manager,1,2,54.0,0
19573,Admin,1,10,60.0,0
1526,Admin,3,7,68.0,1
24592,QA Engineer,1,4,59.0,0
17767,Data Analyst,1,4,71.0,0
45930,Manager,1,4,80.0,0
18709,Platform Engineer,3,7,59.0,0
63709,DevOps Engineer,1,3,87.0,0
77310,DevOps Engineer,1,2,80.0,0
68595,Platform Engineer,2,7,51.0,0
26320,Manager,3,1,50.0,0
55840,Software Engineer,2,7,83.0,0
75957,Admin,1,3,64.0,0
17237,Platform Engineer,1,5,79.0,1
29259,Data Analyst,1,6,79.0,0
41346,Admin,1,3,48.0,0
26304,DevOps Engineer,1,3,,0
12521,Principle Architect,2,11,58.0,0
49941,DevOps Engineer,1,17,59.0,0
42147,Software Engineer,1,5,59.0,0
11569,DevOps Engineer,2,9,52.0,0
43799,Data Scientist,1,9,51.0,1
43534,Software Engineer,1,7,68.0,0
43538,Data Engineer,2,3,55.0,0
60874,Principle Architect,1,7,82.0,0
65760,Principle Architect,1,8,82.0,0
59163,Platform Engineer,1,5,86.0,0
47676,Data Scientist,1,7,63.0,0
17404,QA Engineer,1,4,47.0,0
55493,Admin,3,5,70.0,0
39009,Data Analyst,1,3,70.0,1
50389,QA Engineer,1,4,67.0,0
70403,Manager,1,21,77.0,0
49958,DevOps Engineer,2,2,,1
2380,Data Scientist,1,11,63.0,0
61534,DevOps Engineer,1,5,49.0,0
71488,DevOps Engineer,3,3,80.0,0
17289,DevOps Engineer,1,4,49.0,0
7396,Data Analyst,2,9,95.0,1
20863,Software Engineer,1,4,,0
60916,Data Analyst,1,7,80.0,0
37864,Manager,4,18,73.0,0
62259,Data Scientist,1,3,46.0,0
48545,Data Analyst,1,1,69.0,1
77863,QA Engineer,1,8,46.0,0
20666,Platform Engineer,1,4,62.0,0
13470,Platform Engineer,1,1,70.0,0
22936,Admin,2,1,58.0,0
59046,Platform Engineer,1,5,85.0,0
38433,Data Scientist,1,6,83.0,0
25873,Principle Architect,1,4,48.0,0
58705,Data Scientist,1,3,80.0,0
38484,DevOps Engineer,2,3,54.0,0
49382,Platform Engineer,1,7,82.0,0
67144,Data Engineer,1,5,89.0,0
5060,Manager,1,13,73.0,1
64450,Manager,1,13,50.0,0
16094,DevOps Engineer,1,1,83.0,0
69498,DevOps Engineer,1,2,60.0,0
45019,QA Engineer,1,5,51.0,0
44139,Software Engineer,1,4,60.0,0
70769,Principle Architect,1,23,60.0,0
65383,DevOps Engineer,1,24,63.0,0
26795,Manager,1,5,,0
29698,Data Scientist,1,7,67.0,0
19534,Admin,1,5,82.0,0
50020,Data Engineer,1,4,50.0,0
67945,Principle Architect,1,3,84.0,0
48265,QA Engineer,1,9,52.0,0
73507,QA Engineer,1,8,54.0,0
10661,Manager,1,7,49.0,0
36978,Platform Engineer,1,5,62.0,0
28795,Principle Architect,1,5,83.0,0
50357,QA Engineer,1,1,53.0,0
64567,Principle Architect,1,4,57.0,0
59788,Principle Architect,1,1,80.0,0
44759,Platform Engineer,1,2,66.0,1
71461,Manager,1,7,62.0,0
13206,Data Scientist,1,7,83.0,0
5895,Admin,3,8,51.0,0
28699,Manager,1,10,50.0,0
44061,Manager,1,22,69.0,0
27391,Data Engineer,1,4,65.0,0
37915,Principle Architect,1,8,65.0,0
2483,Software Engineer,1,3,,0
64877,Data Scientist,1,5,53.0,0
21802,QA Engineer,1,6,51.0,0
77434,Data Scientist,1,5,,0
19778,Data Analyst,3,6,47.0,0
898,QA Engineer,2,5,57.0,0
6423,QA Engineer,1,5,60.0,0
63771,Data Analyst,1,7,94.0,1
40043,QA Engineer,1,4,81.0,0
37524,DevOps Engineer,1,20,56.0,0
45435,Manager,1,4,52.0,0
21680,Software Engineer,1,5,67.0,1
30837,Data Scientist,1,1,,0
28273,Manager,2,4,53.0,0
43604,Software Engineer,2,1,89.0,0
39968,Principle Architect,1,12,68.0,0
29988,Manager,1,4,85.0,0
49573,Data Analyst,1,5,64.0,1
42344,DevOps Engineer,1,4,49.0,0
46321,Manager,1,7,46.0,0
14318,Software Engineer,2,2,51.0,0
67705,QA Engineer,2,12,67.0,0
45901,Manager,1,2,55.0,0
25913,Admin,1,10,49.0,0
15685,Platform Engineer,1,7,59.0,0
54843,Software Engineer,1,6,48.0,0
13558,Data Engineer,1,24,60.0,0
77604,DevOps Engineer,1,7,87.0,1
73838,Manager,1,2,83.0,0
3912,Data Scientist,1,5,51.0,0
45518,Admin,1,3,58.0,0
42400,QA Engineer,1,4,65.0,1
43038,Principle Architect,2,7,60.0,0
45844,DevOps Engineer,1,15,74.0,0
46877,Data Scientist,1,8,56.0,0
68528,Platform Engineer,1,6,48.0,0
38201,Manager,1,2,51.0,0
33405,QA Engineer,1,5,59.0,0
47641,DevOps Engineer,1,5,81.0,0
29798,Manager,1,3,63.0,0
53226,Data Scientist,1,2,71.0,0
41583,Manager,1,2,82.0,0
56552,Data Analyst,1,10,59.0,0
73125,Platform Engineer,2,20,71.0,0
48798,Manager,1,3,51.0,0
61837,Principle Architect,1,16,68.0,0
63291,Platform Engineer,1,11,99.0,1
2613,Admin,1,11,49.0,0
63013,DevOps Engineer,1,5,49.0,0
61746,Software Engineer,1,2,79.0,0
29679,Data Engineer,1,9,96.0,1
75834,QA Engineer,2,1,48.0,0
15853,Data Analyst,1,3,47.0,0
2772,Data Engineer,1,5,53.0,0
2147,Data Analyst,2,7,51.0,0
76882,QA Engineer,1,3,47.0,0
12543,Platform Engineer,1,10,59.0,0
29051,Principle Architect,2,6,51.0,0
13504,Data Analyst,1,15,59.0,0
41231,QA Engineer,3,10,48.0,0
9018,DevOps Engineer,1,5,52.0,0
54676,QA Engineer,1,1,49.0,0
55357,Data Analyst,2,5,48.0,0
43222,Platform Engineer,2,6,57.0,0
45713,QA Engineer,1,3,80.0,0
54822,Software Engineer,1,1,51.0,0
539,Data Analyst,1,3,86.0,0
30105,Platform Engineer,1,3,58.0,0
22194,Manager,1,9,47.0,0
25968,Principle Architect,1,10,67.0,0
25439,DevOps Engineer,1,8,53.0,0
73337,Software Engineer,2,9,55.0,0
18604,Software Engineer,1,2,76.0,0
60348,Platform Engineer,3,8,57.0,0
301,Principle Architect,1,14,53.0,0
64312,Data Analyst,1,6,78.0,0
18608,Admin,1,6,51.0,0
65700,Platform Engineer,1,12,52.0,0
71470,Platform Engineer,3,5,52.0,0
24346,Manager,1,3,49.0,0
26790,Principle Architect,1,9,50.0,0
29160,Principle Architect,1,3,57.0,0
64559,Data Scientist,1,4,76.0,0
75185,Principle Architect,1,5,48.0,0
6885,Admin,1,1,73.0,0
57366,Admin,1,5,48.0,0
32348,Software Engineer,1,8,63.0,0
38139,Data Engineer,1,5,85.0,0
29324,Admin,2,11,,0
19349,Data Scientist,2,2,49.0,0
70264,Principle Architect,1,2,89.0,0
66395,Software Engineer,1,2,67.0,0
53103,Data Engineer,1,4,51.0,0
48908,DevOps Engineer,3,3,44.0,0
42742,Software Engineer,1,4,51.0,0
44023,Manager,2,5,66.0,0
58862,Principle Architect,1,6,79.0,0
13317,Admin,1,4,58.0,0
42940,Principle Architect,1,9,68.0,0
69308,Manager,1,6,81.0,0
31237,QA Engineer,1,3,46.0,0
25740,QA Engineer,1,3,58.0,0
44668,Manager,1,5,69.0,0
41886,QA Engineer,1,12,48.0,0
15741,QA Engineer,2,7,48.0,0
53486,Principle Architect,1,6,67.0,0
61149,Data Engineer,2,7,47.0,0
57678,DevOps Engineer,1,11,82.0,0
67363,Admin,1,2,52.0,0
1211,Admin,1,16,62.0,0
1194,Data Scientist,1,5,85.0,0
8685,QA Engineer,1,6,59.0,1
5857,Principle Architect,1,8,,0
21829,Software Engineer,1,3,82.0,0
44709,DevOps Engineer,1,5,44.0,0
14124,Data Scientist,1,6,62.0,0
69131,Data Engineer,1,1,50.0,1
26252,Admin,1,16,53.0,0
27618,Principle Architect,2,7,78.0,0
46460,Data Engineer,1,1,68.0,0
15858,QA Engineer,1,7,69.0,0
53569,Principle Architect,1,8,67.0,0
64012,Manager,1,19,52.0,0
5050,Data Analyst,1,18,69.0,0
2736,Data Analyst,3,4,79.0,0
30950,Principle Architect,1,1,63.0,0
38795,DevOps Engineer,2,12,48.0,0
39674,Admin,1,4,59.0,0
33710,Data Scientist,1,7,77.0,0
47675,Platform Engineer,1,18,,0
59613,Admin,1,3,57.0,0
8113,Principle Architect,1,5,,0
54049,Manager,1,4,49.0,0
69415,Data Analyst,1,4,59.0,0
4398,Data Analyst,3,7,46.0,0
42257,Admin,1,2,81.0,0
3185,Data Analyst,1,5,46.0,0
52650,Software Engineer,1,17,64.0,0
73325,Principle Architect,1,6,,0
36083,Data Scientist,2,3,85.0,0
46349,QA Engineer,1,8,60.0,1
77056,Data Engineer,1,2,49.0,1
33475,Data Analyst,1,8,63.0,0
21071,Principle Architect,1,7,59.0,0
26387,Principle Architect,1,9,69.0,1
61989,Software Engineer,1,6,80.0,0
65878,Data Scientist,1,2,80.0,0
54682,Data Engineer,1,9,67.0,0
11151,Manager,2,7,83.0,0
15986,Manager,1,2,82.0,0
45528,Data Scientist,1,9,59.0,0
12110,Principle Architect,1,2,58.0,0
3921,Data Scientist,1,1,53.0,0
65030,Data Engineer,1,3,80.0,0
35426,Principle Architect,3,3,58.0,0
62032,Data Engineer,1,9,86.0,1
12989,DevOps Engineer,1,8,48.0,0
41176,QA Engineer,1,4,57.0,0
13669,QA Engineer,2,3,69.0,0
51033,Admin,1,9,54.0,0
38332,Manager,1,1,82.0,0
34784,Platform Engineer,2,2,70.0,0
50905,Data Scientist,1,3,94.0,1
43508,Manager,3,2,46.0,0
1166,DevOps Engineer,1,3,81.0,0
48111,Platform Engineer,3,4,,0
41718,Data Analyst,1,5,58.0,0
24621,Principle Architect,1,10,52.0,0
67704,QA Engineer,1,9,50.0,0
60163,Manager,2,16,58.0,0
29114,DevOps Engineer,1,5,82.0,1
10460,Software Engineer,1,7,46.0,0
66376,DevOps Engineer,2,5,68.0,0
42693,Software Engineer,1,19,62.0,0
